WAP11,WAP5,WAP3,WAP1,WAP9,WAP12,WAP8,WAP10,WAP6,WAP7,WAP4,WAP2,WAP14,WAP15,WAP13,LABEL,X,Y,DEVICE,OLD_ROOM_ID,ROOM_ID
-76.0,-105.0,-105.0,-85.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,16_1_5,1.5,14.8,104D,16,11
-76.0,-105.0,-105.0,-85.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,16_1_5,1.5,14.8,104D,16,11
-76.0,-105.0,-105.0,-85.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,16_1_5,1.5,14.8,104D,16,11
-67.0,-105.0,-105.0,-85.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,16_1_5,1.5,14.8,104D,16,11
-67.0,-105.0,-105.0,-85.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,16_1_5,1.5,14.8,104D,16,11
-67.0,-105.0,-105.0,-85.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,16_1_5,1.5,14.8,104D,16,11
-67.0,-105.0,-105.0,-85.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,16_1_5,1.5,14.8,104D,16,11
-67.0,-105.0,-105.0,-83.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-87.0,16_1_5,1.5,14.8,104D,16,11
-84.0,-105.0,-105.0,-90.0,-105.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,16_1_5,1.5,14.8,10B2,16,11
-84.0,-105.0,-105.0,-90.0,-105.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_5,1.5,14.8,10B2,16,11
-82.0,-105.0,-105.0,-90.0,-105.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_5,1.5,14.8,10B2,16,11
-77.0,-105.0,-105.0,-90.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_5,1.5,14.8,10B2,16,11
-77.0,-105.0,-105.0,-90.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_5,1.5,14.8,10B2,16,11
-77.0,-105.0,-105.0,-90.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_5,1.5,14.8,10B2,16,11
-77.0,-105.0,-105.0,-90.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_5,1.5,14.8,10B2,16,11
-77.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-92.0,16_1_5,1.5,14.8,10CE,16,11
-77.0,-105.0,-105.0,-87.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_5,1.5,14.8,10CE,16,11
-77.0,-105.0,-105.0,-87.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,16_1_5,1.5,14.8,10CE,16,11
-75.0,-105.0,-105.0,-87.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,16_1_5,1.5,14.8,10CE,16,11
-75.0,-105.0,-105.0,-87.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,16_1_5,1.5,14.8,10CE,16,11
-74.0,-105.0,-105.0,-87.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,16_1_5,1.5,14.8,10CE,16,11
-74.0,-105.0,-105.0,-87.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,16_1_5,1.5,14.8,10CE,16,11
-74.0,-105.0,-105.0,-87.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,16_1_5,1.5,14.8,10CE,16,11
-75.0,-105.0,-105.0,-87.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_5,1.5,14.8,1210,16,11
-70.0,-105.0,-105.0,-83.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_5,1.5,14.8,1210,16,11
-65.0,-105.0,-105.0,-83.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_5,1.5,14.8,1210,16,11
-65.0,-105.0,-105.0,-83.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,16_1_5,1.5,14.8,1210,16,11
-65.0,-105.0,-105.0,-83.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,16_1_5,1.5,14.8,1210,16,11
-65.0,-105.0,-105.0,-83.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,16_1_5,1.5,14.8,1210,16,11
-65.0,-105.0,-105.0,-83.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,16_1_5,1.5,14.8,1210,16,11
-65.0,-105.0,-105.0,-83.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,16_1_5,1.5,14.8,1210,16,11
-65.0,-105.0,-105.0,-83.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,16_1_5,1.5,14.8,1210,16,11
-73.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_5,1.5,14.8,1211,16,11
-73.0,-105.0,-105.0,-86.0,-105.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,16_1_5,1.5,14.8,1211,16,11
-73.0,-105.0,-105.0,-86.0,-105.0,-94.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,16_1_5,1.5,14.8,1211,16,11
-71.0,-105.0,-105.0,-86.0,-105.0,-94.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,16_1_5,1.5,14.8,1211,16,11
-71.0,-105.0,-105.0,-86.0,-105.0,-94.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,16_1_5,1.5,14.8,1211,16,11
-71.0,-105.0,-105.0,-86.0,-105.0,-94.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,16_1_5,1.5,14.8,1211,16,11
-71.0,-105.0,-105.0,-83.0,-105.0,-94.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-88.0,16_1_5,1.5,14.8,1211,16,11
-78.0,-105.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,16_1_5,1.5,14.8,1212,16,11
-78.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,16_1_5,1.5,14.8,1212,16,11
-78.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,16_1_5,1.5,14.8,1212,16,11
-78.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_5,1.5,14.8,1212,16,11
-78.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_5,1.5,14.8,1212,16,11
-76.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_5,1.5,14.8,1212,16,11
-76.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_5,1.5,14.8,1212,16,11
-77.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-97.0,16_1_5,1.5,14.8,121B,16,11
-77.0,-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-97.0,16_1_5,1.5,14.8,121B,16,11
-74.0,-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-97.0,16_1_5,1.5,14.8,121B,16,11
-74.0,-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,16_1_5,1.5,14.8,121B,16,11
-73.0,-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_5,1.5,14.8,121B,16,11
-68.0,-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_5,1.5,14.8,121B,16,11
-78.0,-105.0,-105.0,-105.0,-105.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-92.0,16_1_5,1.5,14.8,121D,16,11
-77.0,-105.0,-105.0,-93.0,-105.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-92.0,16_1_5,1.5,14.8,121D,16,11
-77.0,-105.0,-105.0,-90.0,-105.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-92.0,16_1_5,1.5,14.8,121D,16,11
-77.0,-105.0,-105.0,-90.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-92.0,16_1_5,1.5,14.8,121D,16,11
-74.0,-105.0,-105.0,-90.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,16_1_5,1.5,14.8,121D,16,11
-74.0,-105.0,-105.0,-90.0,-105.0,-92.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,16_1_5,1.5,14.8,121D,16,11
-80.0,-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-95.0,16_1_5,1.5,14.8,1F61,16,11
-72.0,-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-87.0,16_1_5,1.5,14.8,1F61,16,11
-72.0,-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-87.0,16_1_5,1.5,14.8,1F61,16,11
-72.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-85.0,16_1_5,1.5,14.8,1F61,16,11
-72.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-85.0,16_1_5,1.5,14.8,1F61,16,11
-72.0,-105.0,-105.0,-89.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-85.0,16_1_5,1.5,14.8,1F61,16,11
-72.0,-105.0,-105.0,-89.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-85.0,16_1_5,1.5,14.8,1F61,16,11
-72.0,-105.0,-105.0,-89.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-85.0,16_1_5,1.5,14.8,1F61,16,11
-69.0,-105.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,16_1_5,1.5,14.8,2055,16,11
-68.0,-105.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-105.0,-93.0,16_1_5,1.5,14.8,2055,16,11
-67.0,-105.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-105.0,-91.0,16_1_5,1.5,14.8,2055,16,11
-67.0,-105.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-105.0,-91.0,16_1_5,1.5,14.8,2055,16,11
-67.0,-105.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-105.0,-90.0,16_1_5,1.5,14.8,2055,16,11
-67.0,-105.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-105.0,-90.0,16_1_5,1.5,14.8,2055,16,11
-67.0,-105.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-105.0,-90.0,16_1_5,1.5,14.8,2055,16,11
-64.0,-105.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-105.0,-90.0,16_1_5,1.5,14.8,2055,16,11
-64.0,-105.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-105.0,-90.0,16_1_5,1.5,14.8,2055,16,11
-71.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_5,1.5,14.8,20B5,16,11
-71.0,-105.0,-105.0,-88.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,16_1_5,1.5,14.8,20B5,16,11
-71.0,-105.0,-105.0,-88.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,16_1_5,1.5,14.8,20B5,16,11
-71.0,-105.0,-105.0,-88.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,16_1_5,1.5,14.8,20B5,16,11
-71.0,-105.0,-105.0,-88.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-98.0,-105.0,-105.0,-88.0,16_1_5,1.5,14.8,20B5,16,11
-66.0,-105.0,-105.0,-85.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-88.0,16_1_5,1.5,14.8,20B5,16,11
-66.0,-105.0,-105.0,-83.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-88.0,16_1_5,1.5,14.8,20B5,16,11
-66.0,-105.0,-105.0,-83.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-88.0,16_1_5,1.5,14.8,20B5,16,11
-66.0,-105.0,-105.0,-83.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-92.0,-105.0,-105.0,-85.0,16_1_5,1.5,14.8,20B5,16,11
-62.0,-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,16_1_3,1.5,12.5,104D,16,11
-61.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,16_1_3,1.5,12.5,104D,16,11
-61.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,16_1_3,1.5,12.5,104D,16,11
-61.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-100.0,-105.0,-105.0,-94.0,16_1_3,1.5,12.5,104D,16,11
-68.0,-105.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,16_1_3,1.5,12.5,10B2,16,11
-65.0,-105.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,16_1_3,1.5,12.5,10B2,16,11
-65.0,-105.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,16_1_3,1.5,12.5,10B2,16,11
-71.0,-105.0,-105.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-97.0,16_1_3,1.5,12.5,10CE,16,11
-68.0,-105.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,16_1_3,1.5,12.5,1210,16,11
-63.0,-105.0,-105.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,16_1_3,1.5,12.5,1210,16,11
-63.0,-105.0,-105.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_3,1.5,12.5,1210,16,11
-63.0,-105.0,-105.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_3,1.5,12.5,1210,16,11
-71.0,-105.0,-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-99.0,-105.0,-105.0,-105.0,16_1_3,1.5,12.5,1211,16,11
-64.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-99.0,-105.0,-105.0,-91.0,16_1_3,1.5,12.5,1211,16,11
-71.0,-105.0,-105.0,-91.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,16_1_3,1.5,12.5,121B,16,11
-64.0,-105.0,-105.0,-91.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-93.0,16_1_3,1.5,12.5,121B,16,11
-64.0,-105.0,-105.0,-87.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-93.0,16_1_3,1.5,12.5,121B,16,11
-64.0,-105.0,-105.0,-87.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-93.0,16_1_3,1.5,12.5,121B,16,11
-64.0,-105.0,-105.0,-89.0,-105.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,16_1_3,1.5,12.5,121D,16,11
-62.0,-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_3,1.5,12.5,1F61,16,11
-62.0,-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_3,1.5,12.5,1F61,16,11
-67.0,-105.0,-105.0,-87.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_3,1.5,12.5,2055,16,11
-65.0,-105.0,-105.0,-86.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-93.0,16_1_3,1.5,12.5,2055,16,11
-65.0,-105.0,-105.0,-85.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-93.0,16_1_3,1.5,12.5,2055,16,11
-65.0,-105.0,-105.0,-85.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-92.0,16_1_3,1.5,12.5,2055,16,11
-66.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,16_1_3,1.5,12.5,20B5,16,11
-66.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-94.0,16_1_3,1.5,12.5,20B5,16,11
-66.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-92.0,16_1_3,1.5,12.5,20B5,16,11
-67.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-105.0,16_1_1,1.5,10.2,104D,16,11
-67.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-98.0,16_1_1,1.5,10.2,104D,16,11
-74.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-97.0,16_1_1,1.5,10.2,10B2,16,11
-73.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_1,1.5,10.2,10CE,16,11
-73.0,-105.0,-105.0,-87.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_1,1.5,10.2,10CE,16,11
-73.0,-105.0,-105.0,-87.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_1,1.5,10.2,10CE,16,11
-73.0,-105.0,-105.0,-81.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_1,1.5,10.2,10CE,16,11
-72.0,-105.0,-105.0,-81.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,16_1_1,1.5,10.2,10CE,16,11
-72.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-98.0,-105.0,-105.0,-105.0,16_1_1,1.5,10.2,1210,16,11
-72.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-98.0,-105.0,-105.0,-95.0,16_1_1,1.5,10.2,1210,16,11
-67.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,16_1_1,1.5,10.2,1211,16,11
-67.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-98.0,-105.0,-105.0,-94.0,16_1_1,1.5,10.2,1211,16,11
-67.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-98.0,-105.0,-105.0,-92.0,16_1_1,1.5,10.2,1211,16,11
-67.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-92.0,16_1_1,1.5,10.2,1211,16,11
-67.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-92.0,16_1_1,1.5,10.2,1211,16,11
-67.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-92.0,16_1_1,1.5,10.2,1211,16,11
-67.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-92.0,16_1_1,1.5,10.2,1211,16,11
-74.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-97.0,16_1_1,1.5,10.2,121B,16,11
-72.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,16_1_1,1.5,10.2,121B,16,11
-71.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-96.0,16_1_1,1.5,10.2,121D,16,11
-66.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,16_1_1,1.5,10.2,1F61,16,11
-66.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,16_1_1,1.5,10.2,1F61,16,11
-66.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_1,1.5,10.2,1F61,16,11
-66.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_1,1.5,10.2,1F61,16,11
-66.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,16_1_1,1.5,10.2,1F61,16,11
-66.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-105.0,-88.0,16_1_1,1.5,10.2,1F61,16,11
-72.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-105.0,16_1_1,1.5,10.2,2055,16,11
-72.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-105.0,16_1_1,1.5,10.2,2055,16,11
-68.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-105.0,16_1_1,1.5,10.2,2055,16,11
-68.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-105.0,16_1_1,1.5,10.2,2055,16,11
-72.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-97.0,16_1_1,1.5,10.2,20B5,16,11
-72.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,16_1_1,1.5,10.2,20B5,16,11
