WAP11,WAP5,WAP3,WAP1,WAP9,WAP12,WAP8,WAP10,WAP6,WAP7,WAP4,WAP2,WAP14,WAP15,WAP13,LABEL,X,Y,DEVICE,OLD_ROOM_ID,ROOM_ID
-105.0,-79.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-99.0,-92.0,-105.0,-105.0,-85.0,-105.0,39_3_3,32.9,3.8,1F61,39,5
-105.0,-79.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-99.0,-88.0,-105.0,-105.0,-85.0,-105.0,39_3_3,32.9,3.8,1F61,39,5
-105.0,-79.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-99.0,-88.0,-105.0,-105.0,-85.0,-105.0,39_3_3,32.9,3.8,1F61,39,5
-105.0,-79.0,-93.0,-105.0,-98.0,-105.0,-105.0,-105.0,-81.0,-99.0,-88.0,-105.0,-105.0,-81.0,-105.0,39_3_3,32.9,3.8,1F61,39,5
-105.0,-79.0,-93.0,-105.0,-98.0,-105.0,-105.0,-105.0,-81.0,-99.0,-88.0,-105.0,-105.0,-81.0,-105.0,39_3_3,32.9,3.8,1F61,39,5
-105.0,-77.0,-93.0,-105.0,-98.0,-105.0,-105.0,-105.0,-81.0,-99.0,-88.0,-105.0,-105.0,-81.0,-105.0,39_3_3,32.9,3.8,1F61,39,5
-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-85.0,-105.0,-94.0,-105.0,-105.0,-87.0,-105.0,39_3_3,32.9,3.8,2055,39,5
-105.0,-79.0,-94.0,-105.0,-105.0,-105.0,-93.0,-105.0,-82.0,-105.0,-93.0,-105.0,-105.0,-87.0,-105.0,39_3_3,32.9,3.8,2055,39,5
-105.0,-79.0,-94.0,-105.0,-98.0,-105.0,-93.0,-105.0,-82.0,-105.0,-93.0,-105.0,-105.0,-87.0,-105.0,39_3_3,32.9,3.8,2055,39,5
-105.0,-79.0,-94.0,-105.0,-98.0,-105.0,-93.0,-105.0,-82.0,-105.0,-90.0,-105.0,-105.0,-87.0,-105.0,39_3_3,32.9,3.8,2055,39,5
-105.0,-76.0,-94.0,-105.0,-98.0,-105.0,-93.0,-105.0,-82.0,-105.0,-90.0,-105.0,-105.0,-87.0,-105.0,39_3_3,32.9,3.8,2055,39,5
-105.0,-76.0,-94.0,-105.0,-98.0,-105.0,-93.0,-105.0,-81.0,-105.0,-88.0,-105.0,-105.0,-87.0,-105.0,39_3_3,32.9,3.8,2055,39,5
-105.0,-76.0,-93.0,-105.0,-98.0,-105.0,-93.0,-105.0,-81.0,-105.0,-88.0,-105.0,-105.0,-81.0,-105.0,39_3_3,32.9,3.8,2055,39,5
-105.0,-76.0,-93.0,-105.0,-98.0,-105.0,-93.0,-105.0,-81.0,-105.0,-88.0,-105.0,-105.0,-81.0,-105.0,39_3_3,32.9,3.8,2055,39,5
-105.0,-76.0,-93.0,-105.0,-98.0,-105.0,-93.0,-105.0,-81.0,-105.0,-88.0,-105.0,-105.0,-81.0,-105.0,39_3_3,32.9,3.8,2055,39,5
-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-96.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-90.0,-105.0,39_3_3,32.9,3.8,20B5,39,5
-105.0,-75.0,-105.0,-105.0,-105.0,-105.0,-96.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,39_3_3,32.9,3.8,20B5,39,5
-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-92.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,39_3_3,32.9,3.8,20B5,39,5
-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-92.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,39_3_3,32.9,3.8,20B5,39,5
-105.0,-74.0,-105.0,-105.0,-95.0,-105.0,-91.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,39_3_3,32.9,3.8,20B5,39,5
-105.0,-74.0,-93.0,-105.0,-95.0,-105.0,-91.0,-105.0,-76.0,-105.0,-94.0,-105.0,-105.0,-81.0,-105.0,39_3_3,32.9,3.8,20B5,39,5
-105.0,-74.0,-93.0,-105.0,-95.0,-105.0,-91.0,-105.0,-76.0,-105.0,-90.0,-105.0,-105.0,-81.0,-105.0,39_3_3,32.9,3.8,20B5,39,5
-105.0,-74.0,-93.0,-105.0,-95.0,-105.0,-91.0,-105.0,-76.0,-105.0,-90.0,-105.0,-105.0,-81.0,-105.0,39_3_3,32.9,3.8,20B5,39,5
-105.0,-74.0,-93.0,-105.0,-95.0,-105.0,-91.0,-105.0,-76.0,-105.0,-90.0,-105.0,-105.0,-81.0,-105.0,39_3_3,32.9,3.8,20B5,39,5
-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-87.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,104D,39,5
-105.0,-80.0,-105.0,-105.0,-100.0,-105.0,-105.0,-105.0,-82.0,-105.0,-87.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,104D,39,5
-105.0,-80.0,-105.0,-105.0,-100.0,-105.0,-95.0,-105.0,-82.0,-97.0,-87.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,104D,39,5
-105.0,-80.0,-98.0,-105.0,-100.0,-105.0,-94.0,-105.0,-81.0,-97.0,-87.0,-105.0,-97.0,-88.0,-105.0,39_3_1,32.9,1.5,104D,39,5
-105.0,-80.0,-98.0,-105.0,-100.0,-105.0,-94.0,-105.0,-81.0,-97.0,-87.0,-105.0,-97.0,-85.0,-105.0,39_3_1,32.9,1.5,104D,39,5
-105.0,-80.0,-98.0,-105.0,-100.0,-105.0,-94.0,-105.0,-79.0,-97.0,-87.0,-105.0,-97.0,-85.0,-105.0,39_3_1,32.9,1.5,104D,39,5
-105.0,-80.0,-98.0,-105.0,-99.0,-105.0,-94.0,-105.0,-79.0,-97.0,-87.0,-105.0,-97.0,-85.0,-105.0,39_3_1,32.9,1.5,104D,39,5
-105.0,-80.0,-96.0,-105.0,-96.0,-105.0,-94.0,-105.0,-79.0,-97.0,-87.0,-105.0,-97.0,-85.0,-105.0,39_3_1,32.9,1.5,104D,39,5
-105.0,-80.0,-96.0,-105.0,-96.0,-105.0,-94.0,-105.0,-79.0,-97.0,-87.0,-105.0,-97.0,-85.0,-105.0,39_3_1,32.9,1.5,104D,39,5
-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-96.0,-105.0,-105.0,-91.0,-105.0,39_3_1,32.9,1.5,10B2,39,5
-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-94.0,-105.0,-105.0,-91.0,-105.0,39_3_1,32.9,1.5,10B2,39,5
-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-94.0,-105.0,-105.0,-91.0,-105.0,39_3_1,32.9,1.5,10B2,39,5
-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-94.0,-105.0,-105.0,-89.0,-105.0,39_3_1,32.9,1.5,10B2,39,5
-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-94.0,-105.0,-105.0,-89.0,-105.0,39_3_1,32.9,1.5,10B2,39,5
-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-94.0,-105.0,-105.0,-89.0,-105.0,39_3_1,32.9,1.5,10B2,39,5
-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-94.0,-105.0,-105.0,-89.0,-105.0,39_3_1,32.9,1.5,10B2,39,5
-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-94.0,-105.0,-105.0,-89.0,-105.0,39_3_1,32.9,1.5,10B2,39,5
-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-92.0,-105.0,-105.0,-93.0,-105.0,39_3_1,32.9,1.5,10CE,39,5
-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-92.0,-105.0,-105.0,-93.0,-105.0,39_3_1,32.9,1.5,10CE,39,5
-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-90.0,-105.0,-105.0,-87.0,-105.0,39_3_1,32.9,1.5,10CE,39,5
-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-90.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,10CE,39,5
-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-90.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,10CE,39,5
-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-90.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,10CE,39,5
-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-81.0,-105.0,-90.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,10CE,39,5
-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-81.0,-105.0,-90.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,10CE,39,5
-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,39_3_1,32.9,1.5,1210,39,5
-105.0,-81.0,-94.0,-105.0,-105.0,-105.0,-97.0,-105.0,-84.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,1210,39,5
-105.0,-81.0,-94.0,-105.0,-105.0,-105.0,-97.0,-105.0,-84.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,1210,39,5
-105.0,-81.0,-94.0,-105.0,-105.0,-105.0,-97.0,-105.0,-84.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,1210,39,5
-105.0,-81.0,-94.0,-105.0,-105.0,-105.0,-97.0,-105.0,-84.0,-105.0,-89.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,1210,39,5
-105.0,-81.0,-94.0,-105.0,-105.0,-105.0,-97.0,-105.0,-84.0,-105.0,-89.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,1210,39,5
-105.0,-81.0,-94.0,-105.0,-105.0,-105.0,-97.0,-105.0,-84.0,-105.0,-89.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,1210,39,5
-105.0,-81.0,-94.0,-105.0,-105.0,-105.0,-97.0,-105.0,-83.0,-105.0,-89.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,1210,39,5
-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-96.0,-105.0,-105.0,-105.0,-105.0,39_3_1,32.9,1.5,1211,39,5
-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-96.0,-105.0,-105.0,-91.0,-105.0,39_3_1,32.9,1.5,1211,39,5
-105.0,-83.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-94.0,-105.0,-105.0,-87.0,-105.0,39_3_1,32.9,1.5,1211,39,5
-105.0,-83.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-94.0,-105.0,-105.0,-87.0,-105.0,39_3_1,32.9,1.5,1211,39,5
-105.0,-83.0,-93.0,-105.0,-105.0,-105.0,-97.0,-105.0,-83.0,-105.0,-93.0,-105.0,-105.0,-87.0,-105.0,39_3_1,32.9,1.5,1211,39,5
-105.0,-82.0,-93.0,-105.0,-105.0,-105.0,-95.0,-105.0,-77.0,-105.0,-93.0,-105.0,-105.0,-86.0,-105.0,39_3_1,32.9,1.5,1211,39,5
-105.0,-82.0,-93.0,-105.0,-105.0,-105.0,-95.0,-105.0,-77.0,-105.0,-93.0,-105.0,-105.0,-86.0,-105.0,39_3_1,32.9,1.5,1211,39,5
-105.0,-82.0,-93.0,-105.0,-105.0,-105.0,-95.0,-105.0,-77.0,-105.0,-93.0,-105.0,-105.0,-86.0,-105.0,39_3_1,32.9,1.5,1211,39,5
-105.0,-93.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,39_3_1,32.9,1.5,1212,39,5
-105.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,39_3_1,32.9,1.5,1212,39,5
-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,39_3_1,32.9,1.5,1212,39,5
-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-95.0,-105.0,-105.0,-87.0,-105.0,39_3_1,32.9,1.5,1212,39,5
-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-91.0,-105.0,-105.0,-87.0,-105.0,39_3_1,32.9,1.5,1212,39,5
-105.0,-87.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-92.0,-105.0,-105.0,-105.0,-105.0,39_3_1,32.9,1.5,121B,39,5
-105.0,-85.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,121B,39,5
-105.0,-82.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,121B,39,5
-105.0,-82.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,121B,39,5
-105.0,-82.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,121B,39,5
-105.0,-82.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,121B,39,5
-105.0,-82.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,121B,39,5
-105.0,-82.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,121B,39,5
-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-94.0,-105.0,-105.0,-91.0,-105.0,39_3_1,32.9,1.5,121D,39,5
-105.0,-83.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-94.0,-105.0,-105.0,-91.0,-105.0,39_3_1,32.9,1.5,121D,39,5
-105.0,-83.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-94.0,-105.0,-105.0,-90.0,-105.0,39_3_1,32.9,1.5,121D,39,5
-105.0,-79.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-94.0,-105.0,-105.0,-87.0,-105.0,39_3_1,32.9,1.5,121D,39,5
-105.0,-78.0,-97.0,-105.0,-105.0,-105.0,-97.0,-105.0,-81.0,-105.0,-94.0,-105.0,-105.0,-87.0,-105.0,39_3_1,32.9,1.5,121D,39,5
-105.0,-78.0,-97.0,-105.0,-98.0,-105.0,-97.0,-105.0,-81.0,-105.0,-94.0,-105.0,-105.0,-87.0,-105.0,39_3_1,32.9,1.5,121D,39,5
-105.0,-78.0,-97.0,-105.0,-98.0,-105.0,-97.0,-105.0,-81.0,-105.0,-94.0,-105.0,-105.0,-87.0,-105.0,39_3_1,32.9,1.5,121D,39,5
-105.0,-78.0,-97.0,-105.0,-98.0,-105.0,-97.0,-105.0,-81.0,-105.0,-89.0,-105.0,-105.0,-87.0,-105.0,39_3_1,32.9,1.5,121D,39,5
-105.0,-88.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-94.0,-105.0,-105.0,-95.0,-105.0,39_3_1,32.9,1.5,1F61,39,5
-105.0,-88.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-89.0,-105.0,-105.0,-93.0,-105.0,39_3_1,32.9,1.5,1F61,39,5
-105.0,-85.0,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-89.0,-105.0,-105.0,-93.0,-105.0,39_3_1,32.9,1.5,1F61,39,5
-105.0,-85.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-89.0,-105.0,-105.0,-93.0,-105.0,39_3_1,32.9,1.5,1F61,39,5
-105.0,-85.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,1F61,39,5
-105.0,-85.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,1F61,39,5
-105.0,-78.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,1F61,39,5
-105.0,-78.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-89.0,-105.0,-105.0,-88.0,-105.0,39_3_1,32.9,1.5,1F61,39,5
-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-88.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,2055,39,5
-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-88.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,2055,39,5
-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-78.0,-105.0,-88.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,2055,39,5
-105.0,-80.0,-105.0,-105.0,-95.0,-105.0,-93.0,-105.0,-78.0,-105.0,-88.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,2055,39,5
-105.0,-76.0,-105.0,-105.0,-95.0,-105.0,-93.0,-105.0,-78.0,-105.0,-88.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,2055,39,5
-105.0,-76.0,-105.0,-105.0,-95.0,-105.0,-93.0,-105.0,-78.0,-105.0,-88.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,2055,39,5
-105.0,-76.0,-105.0,-105.0,-95.0,-105.0,-93.0,-105.0,-78.0,-105.0,-88.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,2055,39,5
-105.0,-76.0,-105.0,-105.0,-95.0,-105.0,-93.0,-105.0,-78.0,-105.0,-88.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,2055,39,5
-105.0,-76.0,-105.0,-105.0,-95.0,-105.0,-93.0,-105.0,-78.0,-105.0,-88.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,2055,39,5
-105.0,-76.0,-105.0,-105.0,-95.0,-105.0,-93.0,-105.0,-78.0,-105.0,-88.0,-105.0,-105.0,-85.0,-105.0,39_3_1,32.9,1.5,2055,39,5
-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-105.0,-105.0,-96.0,-105.0,39_3_1,32.9,1.5,20B5,39,5
-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-96.0,-105.0,39_3_1,32.9,1.5,20B5,39,5
-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,39_3_1,32.9,1.5,20B5,39,5
-105.0,-85.0,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-98.0,-105.0,-105.0,-91.0,-105.0,39_3_1,32.9,1.5,20B5,39,5
-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-96.0,-105.0,-80.0,-105.0,-92.0,-105.0,-105.0,-90.0,-105.0,39_5_5,35.2,6.1,104D,39,5
-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-79.0,-105.0,-92.0,-105.0,-105.0,-86.0,-105.0,39_5_5,35.2,6.1,104D,39,5
-105.0,-66.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-79.0,-94.0,-92.0,-105.0,-105.0,-86.0,-105.0,39_5_5,35.2,6.1,104D,39,5
-105.0,-66.0,-97.0,-105.0,-105.0,-105.0,-93.0,-105.0,-79.0,-94.0,-88.0,-105.0,-105.0,-86.0,-105.0,39_5_5,35.2,6.1,104D,39,5
-105.0,-66.0,-97.0,-105.0,-105.0,-105.0,-93.0,-105.0,-79.0,-94.0,-86.0,-105.0,-105.0,-86.0,-105.0,39_5_5,35.2,6.1,104D,39,5
-105.0,-65.0,-93.0,-105.0,-105.0,-105.0,-93.0,-105.0,-79.0,-94.0,-86.0,-105.0,-105.0,-86.0,-105.0,39_5_5,35.2,6.1,104D,39,5
-105.0,-63.0,-93.0,-105.0,-105.0,-105.0,-91.0,-105.0,-78.0,-94.0,-86.0,-105.0,-105.0,-82.0,-105.0,39_5_5,35.2,6.1,104D,39,5
-105.0,-62.0,-93.0,-105.0,-105.0,-105.0,-91.0,-105.0,-78.0,-94.0,-86.0,-105.0,-105.0,-82.0,-105.0,39_5_5,35.2,6.1,104D,39,5
-105.0,-66.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-96.0,-92.0,-105.0,-105.0,-87.0,-105.0,39_5_5,35.2,6.1,10B2,39,5
-105.0,-66.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-96.0,-92.0,-105.0,-105.0,-87.0,-105.0,39_5_5,35.2,6.1,10B2,39,5
-105.0,-64.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-96.0,-92.0,-105.0,-105.0,-85.0,-105.0,39_5_5,35.2,6.1,10B2,39,5
-105.0,-64.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-96.0,-92.0,-105.0,-105.0,-83.0,-105.0,39_5_5,35.2,6.1,10B2,39,5
-105.0,-64.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-96.0,-92.0,-105.0,-105.0,-83.0,-105.0,39_5_5,35.2,6.1,10B2,39,5
-105.0,-64.0,-105.0,-105.0,-98.0,-105.0,-105.0,-105.0,-78.0,-93.0,-92.0,-105.0,-105.0,-83.0,-105.0,39_5_5,35.2,6.1,10B2,39,5
-105.0,-64.0,-105.0,-105.0,-98.0,-105.0,-95.0,-105.0,-78.0,-93.0,-92.0,-105.0,-105.0,-83.0,-105.0,39_5_5,35.2,6.1,10B2,39,5
-105.0,-64.0,-105.0,-105.0,-98.0,-105.0,-95.0,-105.0,-78.0,-93.0,-92.0,-105.0,-105.0,-83.0,-105.0,39_5_5,35.2,6.1,10B2,39,5
-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,39_5_5,35.2,6.1,10CE,39,5
-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-76.0,-105.0,-94.0,-105.0,-105.0,-93.0,-105.0,39_5_5,35.2,6.1,10CE,39,5
-105.0,-68.0,-105.0,-105.0,-98.0,-105.0,-93.0,-105.0,-76.0,-105.0,-94.0,-105.0,-105.0,-85.0,-105.0,39_5_5,35.2,6.1,10CE,39,5
-105.0,-68.0,-105.0,-105.0,-98.0,-105.0,-93.0,-105.0,-76.0,-105.0,-94.0,-105.0,-105.0,-85.0,-105.0,39_5_5,35.2,6.1,10CE,39,5
-105.0,-68.0,-105.0,-105.0,-98.0,-105.0,-93.0,-105.0,-76.0,-105.0,-92.0,-105.0,-105.0,-85.0,-105.0,39_5_5,35.2,6.1,10CE,39,5
-105.0,-68.0,-105.0,-105.0,-98.0,-105.0,-93.0,-105.0,-76.0,-105.0,-92.0,-105.0,-105.0,-85.0,-105.0,39_5_5,35.2,6.1,10CE,39,5
-105.0,-68.0,-97.0,-105.0,-95.0,-105.0,-93.0,-105.0,-76.0,-105.0,-92.0,-105.0,-105.0,-85.0,-105.0,39_5_5,35.2,6.1,10CE,39,5
-105.0,-67.0,-97.0,-105.0,-95.0,-105.0,-93.0,-105.0,-76.0,-105.0,-92.0,-105.0,-105.0,-85.0,-105.0,39_5_5,35.2,6.1,10CE,39,5
-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,39_5_5,35.2,6.1,1210,39,5
-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-76.0,-105.0,-94.0,-105.0,-105.0,-89.0,-105.0,39_5_5,35.2,6.1,1210,39,5
-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-76.0,-105.0,-87.0,-105.0,-105.0,-83.0,-105.0,39_5_5,35.2,6.1,1210,39,5
-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-93.0,-105.0,-76.0,-105.0,-87.0,-105.0,-105.0,-83.0,-105.0,39_5_5,35.2,6.1,1210,39,5
-105.0,-67.0,-105.0,-105.0,-99.0,-105.0,-93.0,-105.0,-76.0,-94.0,-87.0,-105.0,-105.0,-83.0,-105.0,39_5_5,35.2,6.1,1210,39,5
-105.0,-67.0,-105.0,-105.0,-99.0,-105.0,-93.0,-105.0,-74.0,-94.0,-87.0,-105.0,-105.0,-83.0,-105.0,39_5_5,35.2,6.1,1210,39,5
-105.0,-67.0,-105.0,-105.0,-99.0,-105.0,-93.0,-105.0,-74.0,-94.0,-87.0,-105.0,-105.0,-83.0,-105.0,39_5_5,35.2,6.1,1210,39,5
-105.0,-67.0,-105.0,-105.0,-99.0,-105.0,-93.0,-105.0,-74.0,-94.0,-87.0,-105.0,-105.0,-83.0,-105.0,39_5_5,35.2,6.1,1210,39,5
-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-91.0,-105.0,39_5_5,35.2,6.1,1211,39,5
-105.0,-71.0,-105.0,-105.0,-98.0,-105.0,-95.0,-105.0,-77.0,-94.0,-105.0,-105.0,-105.0,-91.0,-105.0,39_5_5,35.2,6.1,1211,39,5
-105.0,-68.0,-105.0,-105.0,-98.0,-105.0,-95.0,-105.0,-77.0,-94.0,-105.0,-105.0,-105.0,-88.0,-105.0,39_5_5,35.2,6.1,1211,39,5
-105.0,-68.0,-105.0,-105.0,-98.0,-105.0,-95.0,-105.0,-77.0,-94.0,-94.0,-105.0,-105.0,-88.0,-105.0,39_5_5,35.2,6.1,1211,39,5
